Regulation ID,Regulation Name,Regulation Status,Oversight Group,Risk Rating,Sub-Requirement ID,Sub-Requirement Name,Control ID,Control Name,Impacted Location
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014634,Sub-Requirement JMOLM,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014633,Sub-Requirement JMOLL,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014632,Sub-Requirement JMOLK,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014631,Sub-Requirement JMOLJ,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014630,Sub-Requirement JMOL0,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014629,Sub-Requirement JMOKR,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014628,Sub-Requirement JMOKQ,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014627,Sub-Requirement JMOKP,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014626,Sub-Requirement JMOKO,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014625,Sub-Requirement JMOKN,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014624,Sub-Requirement JMOKM,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014623,Sub-Requirement JMOKL,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014622,Sub-Requirement JMOKK,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014621,Sub-Requirement JMOKJ,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014620,Sub-Requirement JMOK0,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014619,Sub-Requirement JMOJR,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014617,Sub-Requirement JMOJP,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014616,Sub-Requirement JMOJO,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014601,Sub-Requirement JMO0J,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,,,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,,,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,,,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014703,Sub-Requirement JMP0L,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014702,Sub-Requirement JMP0K,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014701,Sub-Requirement JMP0J,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014699,Sub-Requirement JMORR,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014440,Sub-Requirement JMMM0,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014439,Sub-Requirement JMMLR,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014434,Sub-Requirement JMMLM,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014698,Sub-Requirement JMORQ,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014697,Sub-Requirement JMORP,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014696,Sub-Requirement JMORO,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014695,Sub-Requirement JMORN,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014694,Sub-Requirement JMORM,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014693,Sub-Requirement JMORL,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014692,Sub-Requirement JMORK,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014691,Sub-Requirement JMORJ,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014690,Sub-Requirement JMOR0,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014689,Sub-Requirement JMOQR,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014688,Sub-Requirement JMOQQ,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014687,Sub-Requirement JMOQP,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014686,Sub-Requirement JMOQO,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014685,Sub-Requirement JMOQN,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014684,Sub-Requirement JMOQM,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014683,Sub-Requirement JMOQL,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014682,Sub-Requirement JMOQK,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014681,Sub-Requirement JMOQJ,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014680,Sub-Requirement JMOQ0,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014679,Sub-Requirement JMOPR,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014678,Sub-Requirement JMOPQ,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014677,Sub-Requirement JMOPP,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014676,Sub-Requirement JMOPO,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014675,Sub-Requirement JMOPN,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014674,Sub-Requirement JMOPM,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014673,Sub-Requirement JMOPL,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014672,Sub-Requirement JMOPK,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014670,Sub-Requirement JMOP0,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014669,Sub-Requirement JMOOR,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014668,Sub-Requirement JMOOQ,,,"Canada,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014664,Sub-Requirement JMOOM,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014662,Sub-Requirement JMOOK,,,Canada
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014660,Sub-Requirement JMOO0,,,"Canada,Europe,US"
REG-00010654,Regulation 000A0FED,Active,Business Group,High ,RQMT-00014659,Sub-Requirement JMONR,,,Canada
REG-00010656,Regulation 000A0FEF,Active,Business Group,Low ,RQMT-00014582,Sub-Requirement JMNQK,,,Canada
REG-00010656,Regulation 000A0FEF,Active,Business Group,Low ,,,,,"Canada,Europe,US"
REG-00010656,Regulation 000A0FEF,Active,Business Group,Low ,,,,,"Canada,Europe,US"
REG-00010656,Regulation 000A0FEF,Active,Business Group,Low ,RQMT-00014587,Sub-Requirement JMNQP,,,"Canada,Europe,US"
REG-00010656,Regulation 000A0FEF,Active,Business Group,Low ,RQMT-00014583,Sub-Requirement JMNQL,,,Canada
REG-00010660,Regulation 000A0FF0,Active,Business Group,Low ,RQMT-00014581,Sub-Requirement JMNQJ,,,Canada
REG-00010660,Regulation 000A0FF0,Active,Business Group,Low ,,,,,"Canada,Europe,US"
REG-00010660,Regulation 000A0FF0,Active,Business Group,Low ,,,,,"Canada,Europe,US"
REG-00010660,Regulation 000A0FF0,Active,Business Group,Low ,RQMT-00014587,Sub-Requirement JMNQP,,,Canada
REG-00010660,Regulation 000A0FF0,Active,Business Group,Low ,RQMT-00014583,Sub-Requirement JMNQL,,,"Canada,Europe,US"
REG-00010660,Regulation 000A0FF0,Active,Business Group,Low ,RQMT-00014582,Sub-Requirement JMNQK,,,"Canada,Europe,US"
REG-00010661,Regulation 000A0FFA,Active,Business Group,Medium ,RQMT-00014581,Sub-Requirement JMNQJ,,,"Canada,US"
REG-00010661,Regulation 000A0FFA,Active,Business Group,Medium ,,,,,"Canada,Europe,US"
REG-00010661,Regulation 000A0FFA,Active,Business Group,Medium ,,,,,Canada
REG-00010661,Regulation 000A0FFA,Active,Business Group,Medium ,RQMT-00014587,Sub-Requirement JMNQP,,,"Canada,Europe,US"
REG-00010661,Regulation 000A0FFA,Active,Business Group,Medium ,RQMT-00014583,Sub-Requirement JMNQL,,,Canada
REG-00010661,Regulation 000A0FFA,Active,Business Group,Medium ,RQMT-00014582,Sub-Requirement JMNQK,,,"Canada,Europe,US"
REG-00010662,Regulation 000A0FFB,Active,Business Group,Low ,RQMT-00014581,Sub-Requirement JMNQJ,,,"Canada,Europe,US"
REG-00010662,Regulation 000A0FFB,Active,Business Group,Low ,RQMT-00014587,Sub-Requirement JMNQP,,,"Canada,Europe,US"
REG-00010662,Regulation 000A0FFB,Active,Business Group,Low ,RQMT-00014583,Sub-Requirement JMNQL,,,"Canada,Europe,US"
REG-00010662,Regulation 000A0FFB,Active,Business Group,Low ,RQMT-00014582,Sub-Requirement JMNQK,,,"Canada,US"
REG-00010663,Regulation 000A0FFC,Active,Business Group,Low ,RQMT-00014582,Sub-Requirement JMNQK,,,"Canada,Europe,US"
REG-00010663,Regulation 000A0FFC,Active,Business Group,Low ,,,,,Canada
REG-00010663,Regulation 000A0FFC,Active,Business Group,Low ,,,,,"Canada,Europe,US"
REG-00010663,Regulation 000A0FFC,Active,Business Group,Low ,RQMT-00014587,Sub-Requirement JMNQP,,,Canada
REG-00010663,Regulation 000A0FFC,Active,Business Group,Low ,RQMT-00014583,Sub-Requirement JMNQL,,,Canada
REG-00010664,Regulation 000A0FFD,Active,Business Group,Medium ,RQMT-00014581,Sub-Requirement JMNQJ,,,Canada
REG-00010664,Regulation 000A0FFD,Active,Business Group,Medium ,,,CTRL-00001540,Control  - IRWXYIYNWUDQUV,Canada
REG-00010664,Regulation 000A0FFD,Active,Business Group,Medium ,,,,,"Canada,Europe,US"
REG-00010664,Regulation 000A0FFD,Active,Business Group,Medium ,RQMT-00014587,Sub-Requirement JMNQP,,,"Canada,Europe,US"
REG-00010664,Regulation 000A0FFD,Active,Business Group,Medium ,RQMT-00014583,Sub-Requirement JMNQL,,,"Canada,US"
REG-00010664,Regulation 000A0FFD,Active,Business Group,Medium ,RQMT-00014582,Sub-Requirement JMNQK,,,"Canada,US"
REG-00010665,Regulation 000A0FFE,Active,Business Group,Low ,RQMT-00008724,Sub-Requirement 0QPKM,,,Canada
REG-00010666,Regulation 000A0FFF,Active,Business Group,Low ,RQMT-00008724,Sub-Requirement 0QPKM,,,"Canada,Europe,US"
REG-00010667,Regulation 000A0FFG,Active,Business Group,Low ,RQMT-00008724,Sub-Requirement 0QPKM,,,"Canada,Europe,US"
REG-00010668,Regulation 000A0FFH,Active,Business Group,Low ,RQMT-00008724,Sub-Requirement 0QPKM,,,Canada
REG-00010668,Regulation 000A0FFH,Active,Business Group,Low ,,,,,"Canada,US"
REG-00010668,Regulation 000A0FFH,Active,Business Group,Low ,,,,,"Canada,Europe,US"
REG-00010669,Regulation 000A0FFI,Active,Business Group,Low ,RQMT-00008724,Sub-Requirement 0QPKM,,,"Canada,Europe,US"
REG-00010669,Regulation 000A0FFI,Active,Business Group,Low ,,,CTRL-00001540,Control  - IRWXYIYNWUDQUV,"Canada,US"
REG-00010772,Regulation 000A0GGB,Active,Compliance Group,High ,RQMT-00004944,Sub-Requirement 0MRMM,,,"Canada,Europe,US"
REG-00010772,Regulation 000A0GGB,Active,Compliance Group,High ,,,CTRL-00002974,Control  - LKOLGJNNLRWTRQ,Canada
REG-00010772,Regulation 000A0GGB,Active,Compliance Group,High ,,,,,Canada
REG-00010772,Regulation 000A0GGB,Active,Compliance Group,High ,RQMT-00013623,Sub-Requirement JLOKL,,,"Canada,US"
REG-00010772,Regulation 000A0GGB,Active,Compliance Group,High ,RQMT-00013622,Sub-Requirement JLOKK,,,"Canada,US"
REG-00010772,Regulation 000A0GGB,Active,Compliance Group,High ,RQMT-00013621,Sub-Requirement JLOKJ,,,"Canada,Europe,US"
REG-00010812,Regulation 000A0HAB,Active,Legal Group,Low ,RQMT-00010813,Sub-Requirement J0QJL,,,"Canada,Europe,US"
REG-00010812,Regulation 000A0HAB,Active,Legal Group,Low ,RQMT-00010814,Sub-Requirement J0QJM,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022392,Sub-Requirement KKLRK,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022459,Sub-Requirement KKMNR,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022458,Sub-Requirement KKMNQ,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022457,Sub-Requirement KKMNP,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022456,Sub-Requirement KKMNO,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022455,Sub-Requirement KKMNN,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022454,Sub-Requirement KKMNM,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022453,Sub-Requirement KKMNL,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022452,Sub-Requirement KKMNK,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022451,Sub-Requirement KKMNJ,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022450,Sub-Requirement KKMN0,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022449,Sub-Requirement KKMMR,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,,,CTRL-00003052,Control  - GWGJLLWUCDYEXR,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,,,CTRL-00002265,Control  - UHUYLAUCWDACQL,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,,,CTRL-00002153,Control  - APABSTADRJKRLN,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,,,CTRL-00002152,Control  - OVNINHLUSIIKTJ,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,,,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,,,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,,,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,,,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,,,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022623,Sub-Requirement KKOKL,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022620,Sub-Requirement KKOK0,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022589,Sub-Requirement KKNQR,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022588,Sub-Requirement KKNQQ,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022586,Sub-Requirement KKNQO,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022585,Sub-Requirement KKNQN,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022584,Sub-Requirement KKNQM,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022583,Sub-Requirement KKNQL,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022582,Sub-Requirement KKNQK,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022581,Sub-Requirement KKNQJ,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022580,Sub-Requirement KKNQ0,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022579,Sub-Requirement KKNPR,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022578,Sub-Requirement KKNPQ,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022577,Sub-Requirement KKNPP,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022576,Sub-Requirement KKNPO,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022575,Sub-Requirement KKNPN,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022574,Sub-Requirement KKNPM,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022573,Sub-Requirement KKNPL,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022572,Sub-Requirement KKNPK,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022571,Sub-Requirement KKNPJ,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022570,Sub-Requirement KKNP0,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022569,Sub-Requirement KKNOR,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022568,Sub-Requirement KKNOQ,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022567,Sub-Requirement KKNOP,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022566,Sub-Requirement KKNOO,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022565,Sub-Requirement KKNON,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022564,Sub-Requirement KKNOM,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022563,Sub-Requirement KKNOL,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022463,Sub-Requirement KKMOL,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022461,Sub-Requirement KKMOJ,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022460,Sub-Requirement KKMO0,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022391,Sub-Requirement KKLRJ,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022390,Sub-Requirement KKLR0,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022389,Sub-Requirement KKLQR,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022388,Sub-Requirement KKLQQ,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022387,Sub-Requirement KKLQP,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022419,Sub-Requirement KKMJR,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022418,Sub-Requirement KKMJQ,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022417,Sub-Requirement KKMJP,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022441,Sub-Requirement KKMMJ,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022440,Sub-Requirement KKMM0,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022439,Sub-Requirement KKMLR,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022438,Sub-Requirement KKMLQ,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022428,Sub-Requirement KKMKQ,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022427,Sub-Requirement KKMKP,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022426,Sub-Requirement KKMKO,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022425,Sub-Requirement KKMKN,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022424,Sub-Requirement KKMKM,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022423,Sub-Requirement KKMKL,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022448,Sub-Requirement KKMMQ,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022447,Sub-Requirement KKMMP,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022446,Sub-Requirement KKMMO,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022437,Sub-Requirement KKMLP,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022436,Sub-Requirement KKMLO,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022435,Sub-Requirement KKMLN,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022434,Sub-Requirement KKMLM,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022422,Sub-Requirement KKMKK,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022421,Sub-Requirement KKMKJ,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022420,Sub-Requirement KKMK0,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022445,Sub-Requirement KKMMN,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022444,Sub-Requirement KKMMM,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022443,Sub-Requirement KKMML,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022442,Sub-Requirement KKMMK,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022433,Sub-Requirement KKMLL,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022432,Sub-Requirement KKMLK,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022431,Sub-Requirement KKMLJ,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022430,Sub-Requirement KKML0,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022429,Sub-Requirement KKMKR,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022416,Sub-Requirement KKMJO,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022415,Sub-Requirement KKMJN,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022414,Sub-Requirement KKMJM,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022413,Sub-Requirement KKMJL,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022412,Sub-Requirement KKMJK,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022411,Sub-Requirement KKMJJ,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022410,Sub-Requirement KKMJ0,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022409,Sub-Requirement KKM0R,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022408,Sub-Requirement KKM0Q,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022407,Sub-Requirement KKM0P,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022406,Sub-Requirement KKM0O,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022405,Sub-Requirement KKM0N,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022404,Sub-Requirement KKM0M,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022403,Sub-Requirement KKM0L,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022402,Sub-Requirement KKM0K,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022401,Sub-Requirement KKM0J,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022400,Sub-Requirement KKM00,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022399,Sub-Requirement KKLRR,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022398,Sub-Requirement KKLRQ,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022397,Sub-Requirement KKLRP,,,"Canada,Europe,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022396,Sub-Requirement KKLRO,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022395,Sub-Requirement KKLRN,,,Canada
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022394,Sub-Requirement KKLRM,,,"Canada,US"
REG-00011124,Regulation 000AAABD,Active,Risk Group,High ,RQMT-00022393,Sub-Requirement KKLRL,,,"Canada,US"
REG-00011125,Regulation 000AAABE,Expired,Risk Group,High ,RQMT-00012087,Sub-Requirement JK0QP,,,"Canada,Europe,US"
REG-00011125,Regulation 000AAABE,Expired,Risk Group,High ,,,CTRL-00002353,Control  - KGMJVEPCNQLDWO,Canada
